path,run_a,run_b,variant,alpha,aggregate_hook,aggregate_per_item_mean,hook_minus_per_item_mean,bn_batches,wall_s,item_sequence_02_ambush_2_split_00,item_sequence_02_ambush_2_split_01,item_sequence_02_ambush_2_split_02,item_sequence_07_bamboo_1_split_00,item_sequence_07_bamboo_1_split_01,item_sequence_07_bamboo_1_split_02,item_sequence_09_bandage_1_split_00,item_sequence_09_bandage_1_split_01,item_sequence_09_bandage_1_split_02,item_sequence_12_cave_4_split_00,item_sequence_13_market_2_split_00,item_sequence_13_market_2_split_01,item_sequence_13_market_2_split_02,item_sequence_16_mountain_1_split_00,item_sequence_16_mountain_1_split_01,item_sequence_16_mountain_1_split_02
extra_0prime_to_1,900,001,1,0.7,1211.1084628105164,1211.1084580421448,4.76837158203125e-06,,0.408,4207.6630859375,4515.3095703125,4917.81396484375,126.59474182128906,117.16751861572266,145.7613067626953,745.146484375,753.4021606445312,610.9385986328125,1195.9547119140625,775.2691040039062,499.6341552734375,236.59414672851562,206.04034423828125,116.87924194335938,207.56619262695312
extra_0prime_to_1,900,001,1,0.75,1209.5023007392883,1209.5022721290588,2.86102294921875e-05,,0.41,4202.71435546875,4513.27490234375,4916.2880859375,126.16602325439453,117.44171142578125,145.57772827148438,742.9003295898438,749.7157592773438,608.3018188476562,1195.737548828125,775.4183349609375,499.03179931640625,236.6089630126953,205.41189575195312,112.23286437988281,205.2142333984375
extra_0prime_to_1,900,001,1,0.8,1207.9337940216064,1207.9337635040283,3.0517578125e-05,,0.412,4194.0576171875,4508.70263671875,4912.5419921875,127.29855346679688,119.81951141357422,148.17532348632812,741.0582885742188,746.373046875,605.5292358398438,1195.9464111328125,775.4984130859375,498.1431579589844,237.18348693847656,202.05029296875,109.80570220947266,204.7565460205078
extra_0prime_to_1,900,001,1,0.85,1205.6258716583252,1205.6258697509766,1.9073486328125e-06,,0.405,4176.736328125,4498.26953125,4902.80859375,128.97854614257812,123.39546203613281,152.8035125732422,739.496826171875,744.0023803710938,603.1090698242188,1201.2025146484375,773.20654296875,493.7724609375,236.8280029296875,199.10499572753906,110.28030395507812,206.0188446044922
extra_0prime_to_1,900,001,1,0.9,1199.8841032981873,1199.8841047286987,-1.430511474609375e-06,,0.426,4139.501953125,4474.57958984375,4881.294921875,130.65267944335938,128.0508270263672,158.50221252441406,735.9300537109375,739.7633056640625,599.0813598632812,1210.1939697265625,763.1700439453125,483.1168212890625,237.45220947265625,197.49546813964844,111.84403991699219,207.51622009277344
extra_0prime_to_1,900,001,1,0.95,1177.190923690796,1177.1909608840942,-3.719329833984375e-05,,0.419,4046.3515625,4416.37353515625,4828.45458984375,112.30667114257812,111.72522735595703,141.91336059570312,720.1153564453125,724.1758422851562,583.8146362304688,1208.884521484375,728.5964965820312,458.68817138671875,231.90321350097656,198.4477081298828,114.46172332763672,208.84275817871094
extra_0prime_to_1,900,001,1,1.0,1144.6361966133118,1144.6361994743347,-2.86102294921875e-06,,0.426,3935.1767578125,4312.6337890625,4714.099609375,105.06287384033203,103.01045989990234,123.5876235961914,692.60546875,706.9353637695312,559.3322143554688,1190.2056884765625,678.2033081054688,446.22039794921875,230.719482421875,184.67373657226562,121.17344665527344,210.53897094726562
extra_0prime_to_1,900,001,2,0.0,1159.4325070381165,1159.4324917793274,1.52587890625e-05,13,0.638,4068.82421875,4381.13427734375,4781.43603515625,91.26861572265625,79.07315063476562,107.09153747558594,708.3143310546875,720.5601196289062,589.0485229492188,1178.928955078125,665.2574462890625,448.44744873046875,217.44039916992188,185.334228515625,116.0169906616211,212.74359130859375
extra_0prime_to_1,900,001,2,0.05,1294.6970376968384,1294.6970419883728,-4.291534423828125e-06,13,0.634,4156.94873046875,4469.392578125,4864.29296875,98.88008880615234,86.79216766357422,119.87606048583984,795.177734375,810.8045654296875,616.8394165039062,1201.6734619140625,755.3707885742188,485.36663818359375,223.0368194580078,823.4784545898438,717.7713012695312,489.4508972167969
extra_0prime_to_1,900,001,2,0.1,1258.2511320114136,1258.2511057853699,2.6226043701171875e-05,13,0.641,4170.54443359375,4483.45751953125,4882.50830078125,103.027587890625,92.39427947998047,123.36585998535156,783.9482421875,800.9569091796875,622.3435668945312,1201.3104248046875,759.0436401367188,488.5314636230469,225.14122009277344,575.1675415039062,461.089111328125,359.1875915527344
extra_0prime_to_1,900,001,2,0.15,1234.136028766632,1234.136019706726,9.059906005859375e-06,13,0.618,4182.33251953125,4494.91162109375,4898.2021484375,109.99713134765625,101.15826416015625,130.69192504882812,774.0081787109375,789.4903564453125,623.0455932617188,1201.152099609375,764.1834716796875,493.0780944824219,228.7447052001953,383.09478759765625,290.7073669433594,281.3780517578125
